ine_label	utterance	num_tokens
UNK:UNK	home.enron.com  this is home.enron.com.	8
UNK:UNK	seems crazy.  if you're willing to ride it for a few cents against you it's a  great trade.  who knows where they're going in th eshort term though     slafontaine@globalp.com on 12/01/2000 09:57:30 AM To: John.Arnold@enron.com cc:   Subject: re:summer inverses    johnnny-you think these inverses ready to get sold yet? to me its all a timing issue but aug/oct at 4-5 cts seems rich rich for injection season. only issue  is when to go?	88
UNK:UNK	Jim: I apologize for the comment after your order.  I knew you didn't like the  market last night so I was surprised when you were an buyer this morning.   It's not your style to change views quickly as you tend to trade with a  longer term view.   I was out of line with the comment and it won't happen  again.  John	64
UNK:UNK	Hi: Can you get me subscriptions to the following magazines: The Economist Energy Risk Management Havard Business Review Thanks, John	20
UNK:UNK	Hello: I am John Arnold.  I believe you're looking for Jeff Arnold.      pfse@dynegy.com on 09/27/2000 05:30:27 PM To: Jeff.Arnold@enron.com cc:   Subject: Re: Evening   jeff,  thanks for the directions - i have already forwarded them home.  tonight is not good for me but perhaps one day we will finally connect now  that we are closer!  i've been thinking about sunday and hope you have a deck of cards to play with (perhaps 2 decks of uno cards).	86
UNK:UNK	I really liked the commercials about specifics (i.e.  weather, EOL,  bandwidth).  The metal man was definitely at a different philosophical level  than where my brain operates.  Still not quite sure what was going on there.   Ode was a bit too idealistic.   The campaign in general was very different  than previous.   But I guess you know that and that's the point.   Again, I  think the commercials that showed why we are the most innovative were very  impressive.  Just telling people we are innovative made less of an impact.    Sorry I ruined your run.  At least you weren't molested by the River Oaks car  thief.   From: Margaret Allen@ENRON on 09/27/2000 08:24 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Commercials    So, what did you think?!  Don't lie or stretch the truth either -- you won't  hurt my feelings, I promise.    By the way, by the time I arrived home it was completely dark so I went for a  three mile run this morning.  Not fun, but I'm definitely awake right now!   BUT, it's all your fault I couldn't go last night....he!he!  Trade well, MSA	196
UNK:UNK	Joe: I just wanted to run this past you... John ---------------------- Forwarded by John Arnold/HOU/ECT on 09/27/2000 12:05  PM --------------------------- To: John Arnold/HOU/ECT@ECT cc: Joseph Deffner/HOU/ECT@ECT, Tim DeSpain/HOU/ECT@ECT  Subject: Re:    John:  I don't mind cleaning up their books at quarter end.  However,at year end I  will want to keep the debt off of my books.  As we approach year-end this  year could you please coordinate with Joe Deffner so that we take advantage  of the margin lines we have available in order to minimize the debt on our  books.  Thanks,  Ben    John Arnold 09/26/2000 07:12 PM To: Ben F Glisan/HOU/ECT@ECT cc:   Subject:   Ben: Jeff Shankman gave me your name.  I have assumed Jeff's old responsibilities  as head of the natural gas derivatives trading group.  Our broker, EDF MAN,  supplies us with $50 million of margin financing every night.  They are  trying to clean up their books for end of quarter and/or year on Sep 30.   They have asked if we can post the $50 million overnight on the 30th.  We did  this last year as well.   Please advise, John	202
UNK:UNK	---------------------- Forwarded by John Arnold/HOU/ECT on 09/27/2000 11:12  AM --------------------------- From: Margaret Allen@ENRON on 09/27/2000 08:24 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Commercials    So, what did you think?!  Don't lie or stretch the truth either -- you won't  hurt my feelings, I promise.    By the way, by the time I arrived home it was completely dark so I went for a  three mile run this morning.  Not fun, but I'm definitely awake right now!   BUT, it's all your fault I couldn't go last night....he!he!  Trade well, MSA	103
UNK:UNK	Hey freak: So we finally had LA type weather here for the past two days.  Highs in the  mid-70's.  Beautiful.  Life's just cruising along.  Nothing new.  I put a bid  in for a condo in a new mid-rise building going up in West U that they  accepted.  If all goes as expected I'll move in next X-Mas.  So are you  adjusting to the big city.   Got yourself a big Hollywood actor boyfriend yet? John	80
UNK:UNK	don't know.  think a little bit of everyone as the storage guys own it all.     slafontaine@globalp.com on 12/05/2000 09:37:01 AM To: jarnold@enron.com cc:   Subject: mar/apr    im so sick for getting out of that-john who 's getting squeezed on the mar?  hope its not you. pretty sure it isnt so safe to ask you?	64
UNK:UNK	Ben: Jeff Shankman gave me your name.  I have assumed Jeff's old responsibilities  as head of the natural gas derivatives trading group.  Our broker, EDF MAN,  supplies us with $50 million of margin financing every night.  They are  trying to clean up their books for end of quarter and/or year on Sep 30.   They have asked if we can post the $50 million overnight on the 30th.  We did  this last year as well.   Please advise, John	79
UNK:UNK	"Mark: You've called it right thus far.    Let's plan to get a drink after work on the 19th. Thanks, John     ""Mark Sagel"" <msagel@home.com> on 09/26/2000 10:23:06 AM To: ""John Arnold"" <jarnold@enron.com> cc:   Subject: natural update    John: ? I wish I had a lot to pass along, but not much has changed on  my work.? All  the analysis is still very bullish and expecting higher  levels.? I am  receiving hourly ""9"" type strength patterns, which means the  up move must  consistently continue from here.? Any drop under today's lows  is a negative  for natural.? On my daily work, natural will see a new type  of strength  pattern today.? It is not a ""9"" type topping pattern, but one  that normally  comes out along the way as price moves higher.? This would  suggest a  potential short-term high over the next 2-3 days, but nothing of major   importance. ? I have tentative plans to be in Houston on Thursday, October  19.? Are you  interested in meeting so that I may show in much greater  detail what the  work is doing and how it can enhance your activity?? Let me  know if that day  works for you.? Thanks, ? Mark Sagel Psytech Analytics (410)308-0245 msagel@home.com ?"	215
UNK:UNK	"I'm sorry but I have plans for Thursday already.  Maybe next time. John     James_Naughton@em.fcnbd.com on 09/26/2000 01:45:42 PM To: ""John Arnold"" <John.Arnold@enron.com> cc:   Subject:      John, I have tentative plans to be in Houston on Thursday.  If, as we discussed yesterday, you have time to get out after work, I'd like to get together.  Please let me know if this works for you and I'll confirm my plans to be there. Thanks, Jim Naughton"	86
UNK:UNK	Hi: The big money making floor?   I don't think I like that.  Too much  pressure...what happens if we screw up?  I went to the website and clicked on the link but all I got was a mess of  characteres and symbols.  Any ideas how I fix it? John   From: Margaret Allen@ENRON on 09/26/2000 03:30 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re: Screen shots    Hey John,  Did you check out the new spots?!!!  They are posted on the Intranet  (home.enron.com).  Let me know what you think!  Hope all is well down there  on the 'big money making' floor.  Have a good one, Margaret	113
UNK:UNK	"can you please add this ---------------------- Forwarded by John Arnold/HOU/ECT on 09/26/2000 11:03  AM ---------------------------     	Enron North America Corp. 	 	From:  Molly Magee                           09/25/2000 06:28 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: Mario De La Ossa  John:   John Nowlan, Dave Botchlett, Jim Goughray and several others met with  Mario last week.  They were all favorably impressed.   Jeff Shankman had  asked to meet with him, and their appointment is scheduled for Thursday,  9/28, at 1:30 pm.   Jeff had also asked that you spend some time with him so  that a decision could be made as to whether or not to make him an offer.     Would you have some time available on Thursday afternoon to see Mario?  Thanks, Molly x34804"	127
UNK:UNK	Eric: I passed the customer on to Jennifer Fraser and Fred Lagrasta.  Please  coordinate with them. Thanks, John	18
UNK:UNK	"---------------------- Forwarded by John Arnold/HOU/ECT on 09/25/2000 04:50  PM ---------------------------   ""Zerilli, Frank"" <fzerilli@POWERMERCHANTS.COM> on 09/21/2000 02:46:05 PM To: ""Christine Zerilli (E-mail)"" <Christine_Zerilli@lotus.com>, ""David  D'alessandro (E-mail)"" <DDALESSA@SEMPRATRADING.COM>, ""Eric Carlstrom  (E-mail)"" <Eric_Carlstrom@ars.aon.com>, ""Eric Carlstrom (E-mail 2)""  <ecarlst@aol.com>, ""Jason D'alessandro (E-mail)"" <jsd77@altavista.com>,  ""Jeannine & Rob Votruba (E-mail)"" <votruba@worldnet.att.net>, ""josh Faber  (E-mail)"" <joshfaber@hotmail.com>, ""Karen Brennan (E-mail)""  <karencri@aol.com>, ""Lew G. Williams (E-mail)"" <Lew_G._Williams@aep.com>,  ""Lew G. Williams (E-mail 2)"" <bak2texas@msn.com>, ""Mark Creem (E-mail)""  <mcreem@aol.com>, ""Mom & Dad Zerilli (E-mail)"" <mzerilli@optonline.net>, ""Pat  Creem (E-mail)"" <pcreem@hotmail.com>, ""Robert Votruba (E-mail)""  <RVotruba@EliasPress.com>, ""Sean Jacobs (E-mail)"" <jakey@peoplepc.com>,  ""Sharon C. Zerilli (E-mail)"" <szerilli@optonline.net>, ""Stacey & Dave Hoey  (E-mail)"" <sah51099@cs.com>, ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject: FW: The today show!!!!!      You should be able to view this with Windows Media Player.  Keep your eyes peeled.  Chris   > use care > >  Uncut version of today show > > >  <<flash4.asf>>   - flash4.asf"	198
UNK:UNK	Jim:  Your words of encouragement are greatly appreciated.  I've certainly had some  troubles this quarter.  I do appreciate your offer but I don't want to take  away from the amazing year you've had so far.  Maybe you should come trade  this... John     Jim Schwieger 12/06/2000 05:42 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: For What It's Worth.  Through the year's (Sounds like Im really old) I have learned that the really  great Individuals come down on themselves for circumstances beyond their  control when in fact their performance is far beyond what anyone else could  have done.  I believe you are one of those individuals.  I appreciate what  you have done with EOL and the burden you have had to take on.  This  especially hits home when I see what has happened to you P/L the last 3  months.  You are expected to carry the world without having any NYMEX  liquidity to cover your risk.  I would like to offer to transfer $30 million  out of the Storage Book to the Price Book.  Without you and EOL I could never  have done what I've done.    Thanks,    Jim Schwieger	199
UNK:UNK	"see you there       	Enron North America Corp. 	 	From:  Kori Loibl                           09/25/2000 03:19 PM 	  To: John Arnold/HOU/ECT@ECT, Mike Maggi/Corp/Enron@Enron, Brian Hoskins/Enron  Communications@Enron Communications, Dutch Quigley/HOU/ECT@ECT, Errol  McLaughlin/Corp/Enron@ENRON, Sherry Dawson/NA/Enron@Enron, Laura  Vargas/Corp/Enron@ENRON cc:   Subject: Desk Dinner  I have made reservations for 8:00 Wednesday evening at Fogo de Chao.  For  those of us who haven't been there, the address is 8250 Westheimer, between  Hillcroft and Fondren on the north side of the road.  If you are not able to attend, please let me know.  K."	107
UNK:UNK	"---------------------- Forwarded by John Arnold/HOU/ECT on 09/25/2000 07:23  AM ---------------------------   Eric Thode@ENRON 09/22/2000 09:28 AM To: John Arnold/HOU/ECT@ECT, Tim Belden/HOU/ECT@ECT cc:   Subject: Electricity and Natural Gas hedging  John and Tim --  I believe this one is for both of you.  Thanks.  Eric  ---------------------- Forwarded by Eric Thode/Corp/Enron on 09/22/2000 09:29  AM ---------------------------   Lisa.M.Feener@enron.com on 09/21/2000 11:31:32 AM To: eric.thode@enron.com cc:    Subject: Electricity hedging    ---------------------- Forwarded by Lisa M Feener/ENRON_DEVELOPMENT on 09/21/2000 11:30 AM ---------------------------   ""Holbrook, Doug"" <holbrook.d@portseattle.org> on 09/21/2000 10:26:32 AM  To:   ""'lfeener@enron.com'"" <lfeener@enron.com> cc: Subject:  Electricity hedging   I work for the Airport Authority for Seattle-Tacoma International Airport in Seattle, Washington and I am responsible for Managing the Utilities. We are interested in hedging our Electricity and Natural Gas supplies. Can I get some information on Enron's services in this area?  Douglas C. Holbrook Manager, Business & Utilities Management Port of Seattle Seattle-Tacoma International Airport PO Box 68727 Seattle, WA. 98168 Phone: 206-433-4600 Fax: 206-988-5515 holbrook.d@portseattle.org"	204
UNK:UNK	COO's: Do either of you have an objection to using Cantor as an OTC broker?	16
UNK:UNK	You're not done yet big boy. ---------------------- Forwarded by John Arnold/HOU/ECT on 09/19/2000 05:34  PM ---------------------------   Julie Pechersky 09/19/2000 02:31 PM To: John Arnold/HOU/ECT@ECT, Brian Hoskins/HOU/ECT@ECT, John L  Nowlan/HOU/ECT@ECT, Douglas S Friedman/HOU/ECT@ECT, David J  Vitrella/HOU/ECT@ECT, Selena Gonzalez/HOU/ECT@ECT, Madhur Dayal/HOU/ECT@ECT,  Reza Rezaeian/Corp/Enron@ENRON, Rogers Herndon/HOU/ECT@ect, Anna  Santucci/NA/Enron@Enron, David J Botchlett/HOU/ECT@ECT cc:   Subject: We need your feedback regarding the demonstrations you attended.  We really appreciate your attendance of the demonstrations of Reuters, Bridge  and Globalview software.  Please take a minute to fill out the attached feedback form so that we will know what you thought  of each application.  Return the completed form to me.   Thanks again for you time!  Julie 39225	148
UNK:UNK	"Thx for the spreadsheet.   2 questions : What time frame does this entail and  does the correlation between the trader and AGG GAS include that trader's  contribution to the floor's P&L.  In other words, is my P&L correlated with  the floor or is it correlated to the rest of the floor absent me?       	Enron North America Corp. 	 	From:  Frank Hayden @ ENRON                           09/19/2000 02:41 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject:"	78
UNK:UNK	Jeff: Man is looking for money again to hold them over for yearend.  Who do I need  to talk to? john	21
UNK:UNK	I'm in all day mtgs on Thursday and Friday.   I'm free Wednesday afternoon     Sarah Wesner@ENRON 09/18/2000 08:31 AM To: John Arnold/HOU/ECT@ECT cc: Joseph Deffner/HOU/ECT@ECT  Subject: Re: Margin Lines project    Let's do this on Tuesday at 4:00 at EB 2868.      John Arnold@ECT 09/15/2000 07:16 AM To: Sarah Wesner/Corp/Enron@ENRON cc:    Subject: Re: Margin Lines project    yep...i'm always here    Sarah Wesner@ENRON 09/14/2000 10:37 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Margin Lines project  John - I will be out of the office on 9/15 and also from 9/21-9/30.  Are you  available during 9/18-9/20 as I want to go through the information before  October.  Let's arrange something early next week.    Sarah	143
UNK:UNK	Greg: The guy from MG whom I spoke to about clearing was Alfred Pennisi, VP of  Operations.  He's out of NY.   He indicated his clearing costs were $3.10  versus the $4.50-5.00 I'm paying now.	40
UNK:UNK	Dave: A couple things about the limit orders:  1:  When a customer opens up the limit order box, I think the time open  should default to 12 hours.  We want the orders open as long as possible.   Now, it is more work to keep the order open for 12 hours than for 1 hour.   Traditionally, limit orders are a day order, good for the entire trading  session unless specified otherwise.    2.  Today Pete had 13,000/ day on his bid because he was hit for small size.   When I tried to place a limit order, the quantity had to be in 5,000  increments of 13,000 (i.e. 3000, 8000, 18000...).  I could not overwrite the  quantity to be 15,000.    3.  Everytime a limit order is placed, an error message occurs on the system  saying error trade, price not available.  4.  Is there a way to modify a limit order, such as changing the price,  without canceling it and resubmitting a new one?  If not, this would be a  valuable feature.  Thx, John	175
UNK:UNK	"someone had a foul odor for sure     Eric Thode@ENRON 11/30/2000 08:25 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Photograph for eCompany Now  Thanks for your help with the photographer.  I just heard from Ann Schmidt  and Margaret Allen that he was, shall we say, a ""fragrant photographer."""	53
UNK:UNK	"Please remove me from your mailing list     ""Jason Nathan"" <jnathan@nacore.com> on 09/15/2000 09:47:12 AM To:  cc:   Subject: Don't Forget   Tuesday, September 19, 2000  NACORE Houston Chapter Luncheon Meeting  An excellent opportunity to learn and network with your corporate real estate peers.  Topic:  THE DOWNTOWN ARENA  Place:  The Houston City Club             Nine Greenway Plaza             1 City Club Drive, Houston, TX  Cost:   $25.00 (includes buffet luncheon)  RSVP using the attached form or call Tammy Mullins at 713-739-7373 x 115     - Notice91300.doc"	89
UNK:UNK	I spoke to Alfred Pennisi from MG today.  MG clears their own trades and  maybe some for other customers.  He indicated that his cost for clearing is  $3.05 round turn. If this is accurate, we need to evaluate whether clearing  ourselves and issuing cp every night is less expensive than paying a higher  clearing rate and getting access to financing.  This is a question I hope  your analysis of the true cost of clearing will answer.    Also, fyi, over the past two days I have done two 6,000 lot EFP's with El  Paso under the same structure I explained to you previously whereby long  futures are transferred from his account to mine to lower initial margin  costs.	120
UNK:UNK	if you have a minute sometime today, please stop by. john	11
UNK:UNK	yep...i'm always here     Sarah Wesner@ENRON 09/14/2000 10:37 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Margin Lines project  John - I will be out of the office on 9/15 and also from 9/21-9/30.  Are you  available during 9/18-9/20 as I want to go through the information before  October.  Let's arrange something early next week.    Sarah	69
UNK:UNK	I'm actually trying to go through all my email from the week.  What a pain in  the ass.  As soon as I finish one, another appears in my inbox.  So how's  life at ucla?     Eleanor Fraser <efraser@anderson.ucla.edu> on 09/14/2000 06:07:11 PM To: John.Arnold@enron.com cc:   Subject: Re: ??   I think Yelena put a hit out on me all the way from Chicago for sending those pictures!  I had no idea they would open right away--they were supposed to be attachments.  Oops.  I thought they were quite cute.  How are ya?  And what are you doing at work--I thought you gas guys all left at 3! :-) elf  On Thu, 14 Sep 2000 John.Arnold@enron.com wrote:  > > why would i be??? > > > > > Eleanor Fraser <efraser@anderson.ucla.edu> on 09/14/2000 06:02:57 PM > > To:   john.arnold@enron.com > cc: > Subject:  ?? > > > So--are you really pissed at me? > > :-) eleanor > > > > > >	161
UNK:UNK	Agree completely.  In that context, it looks good.     Louise Kitchen 09/14/2000 06:20 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re: .exe file - infomercial    It was something for the web-site but we are thinking its a bit arrogant for  our counterparts so probably just use it internally or trade shows.    John Arnold 14/09/2000 16:24 To: Louise Kitchen/HOU/ECT@ECT cc:    Subject: Re: .exe file - infomercial    Who's the target audience and how is it being distributed?    Louise Kitchen 09/14/2000 11:50 AM To: Hunter S Shively/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, John  Arnold/HOU/ECT@ECT cc: Andy Zipper/Corp/Enron@Enron, gwhalle@enron.com  Subject: .exe file - infomercial  Just wondering what you think of this?	131
UNK:UNK	"From:  Gary Taylor                           09/14/2000 06:12 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: follow up request  John,  I know this gets nit-picky - but we're about to close.  regards, Gary x31511"	36
UNK:UNK	I would like to participate in the Enron presentation at Vandy. John     Kristin Gandy@ENRON 09/11/2000 09:30 AM To: Mark Koenig/Corp/Enron@ENRON, Kevin Garland/Enron Communications@Enron  Communications, Jonathan Davis/HOU/ECT@ECT, Jian  Miao/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ed Wood/HOU/ECT@ECT, Jun Wang/Enron  Communications@Enron Communications, Miguel Vasquez/HOU/ECT@ECT, Lee  Jackson/HOU/ECT@ECT, Amber Hamby/Corp/Enron@Enron, Jay Hawthorn/Enron  Communications@Enron Communications, Joe Gordon/Corp/Enron@Enron, Susan  Edison/Enron Communications@Enron Communications, Vikas  Dwivedi/NA/Enron@Enron, Mark Courtney/HOU/ECT@ECT, Monica Rodriguez/Enron  Communications@enron communications cc: Seung-Taek Oh/NA/Enron@ENRON, John Arnold/HOU/ECT@ECT, Andy  Zipper/Corp/Enron@Enron, George McClellan/HOU/ECT@ECT, David  Oxley/HOU/ECT@ECT  Subject: Vanderbilt Presentation and Golf Tournament  Hello Vandy Recruiting Team,  Well it is almost time for the corporate presentation on campus (September  26th at 5:30pm) and the MBA golf tournament (September 30th at 12pm).  I need  to know as soon as possible the members who are available to participate in  either of these events.  We only need two participants for the golf  tournament but we will need at least 6 to 8 members for the presentation.   Reserve your spot now before its too late!  Thank you and if you have any questions feel free to contact me at x 53214.  Kristin Gandy Associate Recruiter	233
UNK:UNK	why would i be???     Eleanor Fraser <efraser@anderson.ucla.edu> on 09/14/2000 06:02:57 PM To: john.arnold@enron.com cc:   Subject: ??   So--are you really pissed at me?  :-) eleanor	33
UNK:UNK	"and they say it was purely coincidental the announcement came today.  6 is fine.       ""Jennifer White"" <jenwhite7@zdnetonebox.com> on 12/13/2000 01:18:41 PM To: John.Arnold@enron.com cc:   Subject:    Hmmm... interesting news at Enron today.  Should I plan to come to your place around 6PM?   ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com"	75
UNK:UNK	i'll let you know if they invite me this year.   To: John Arnold/HOU/ECT@ECT cc:   Subject: Hey  Hey!  How are you?  When Is Amerex throwing there yearly Christmas party?  Thanks Frances	34
UNK:UNK	"Come talk to me sometime after 4:00       	 	 	From:  Jennifer Fraser                           09/11/2000 07:15 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: Tony Harris  JA; Six months ago we spoke about Tony moving to a commercial role. He followed  your advice and has gained some experience in structuring. He approached me  about joining the middle marketing group. I think he would an asset. I think  we would bring him as an associate with the hope that he would move up to  manager in 6 months.  Please let me know your thoughts. I would like to use you as a reference with  Fred and Craig. Thanks JF"	109
UNK:UNK	"i filled in the spreadsheet       	 	 	From:  Gary Taylor                           09/14/2000 05:24 PM 	  To: John Arnold/HOU/ECT@ECT cc:   Subject: quotes for gas hedge for SMUD  John,  Please keep in mind that the option we are looking for is the average of the  daily Gas Daily Henry Hub settles from 2/1 - 8/31.  If you have any questions, please call me at x31511.  Regards, Gary"	68
UNK:UNK	Who's the target audience and how is it being distributed?     Louise Kitchen 09/14/2000 11:50 AM To: Hunter S Shively/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, John  Arnold/HOU/ECT@ECT cc: Andy Zipper/Corp/Enron@Enron, gwhalle@enron.com  Subject: .exe file - infomercial  Just wondering what you think of this?	57
UNK:UNK	How about 4:00?     Sarah Wesner@ENRON 09/12/2000 06:00 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Margin Lines  John - we could be ready by Thursday.  What time does your market close (what  is the earliest in the afternoon you can meet?)	46
UNK:UNK	---------------------- Forwarded by John Arnold/HOU/ECT on 09/13/2000 02:56  PM ---------------------------   David P Dupre 09/13/2000 02:41 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: confirm  I've got you at 5pm in their calendar for Thursday Sep 14.  Al Pennisi and Craig Young from MG NY  David 3-3528 Steno 275	57
UNK:UNK	"you're right....they're full    	 	Matthew Arnold 	 	09/11/2000 02:26:50 PM 	 To: John Arnold/HOU/ECT@ECT cc:   Subject: dmb  tuesday night?"	26
UNK:UNK	"Please take care of this ---------------------- Forwarded by John Arnold/HOU/ECT on 09/07/2000 05:25  PM ---------------------------     	Enron North America Corp. 	 	From:  Steven Vu                           08/29/2000 02:11 PM 	  To: John Arnold/HOU/ECT@ECT cc: Stephanie Sever/HOU/ECT@ECT  Subject:   John:   Hate to bother you about this again, since you have done it once already.   Please approve me (via Stephanie Sever) to trade Nymex contracts through EOL  on behalf of the Weather Derivatives book.  Thanks   Steven"	80
UNK:UNK	"I'm here...     ""Cooper, Sean"" <CooperS@EPEnergy.com> on 08/29/2000 01:27:32 PM To:  cc:   Subject: PAB Deleted   My PAB file, or for the non technical among you, my Outlook Personal Address Book was accidently deleted this week in an upgrade to Windows 2000 NT. I have restored an old one, but it is several months, if not a whole year out of date. This is the first message to confirm the current address I have for you is still active. Please reply confirming you recieved it. A second message will follow to try and replace some of the address's I know I have lost. Thanks for your help Sean.    ****************************************************************** This email and any files transmitted with it from El Paso Energy Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the sender. ******************************************************************"	157
UNK:UNK	Please schedule me for 10/10 from 3:00-5:00.       Celeste Roberts 08/29/2000 06:21 PM To: Celeste Roberts/HOU/ECT@ECT cc:  (bcc: John Arnold/HOU/ECT) Subject:   URGENT  The Associate and Analyst Recruiting Department will be conducting a number  of two hour workshops to review our recruiting and interview process for the  fall on-campus recruiting effort.  Critical information regarding our  on-campus interview process, revised evaluation forms and program structure  will be reviewed during these two hours sessions.  It is mandatory that all team members attend these workshops.  All team  members must attend in order to articulate and demonstrate the Enron  recruiting process.  Knowing how busy schedules are, we have made  arrangements to present these workshops in two hours sessions for a total of   40 workshops that will run during the last week of August, through the month  of September and end at mid October.  Listed below are the dates, location and times for each session.  Please  select a date and time and e-mail this information to my assistant, Dolores  Muzzy.  We can accommodate 25 participants at a time.  Dolores will take  dates and times on a first come, first serve basis.  We have scheduled enough  sessions to accommodate every member of both the Associate and Analyst  recruiting teams.  In order to participate in the recruiting process, you must attend one of  these sessions.  We will be tracking participation.  CPE credits will also be  given for attending this workshop.	246
UNK:UNK	wassup wassup wassup.  plan drinks for any day early in the week     Jennifer Shipos 11/09/2000 05:31 PM To: John Arnold/HOU/ECT@ECT cc:   Subject:   When do you want your drinks that I owe you?  I think it's time to have  another group happy hour.  It doesn't seem like you have been your normal  self recently.	61
UNK:UNK	"---------------------- Forwarded by John Arnold/HOU/ECT on 09/07/2000 05:15  PM ---------------------------   ""Zerilli, Frank"" <fzerilli@POWERMERCHANTS.COM> on 09/06/2000 06:46:47 AM To: ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject: concord Crash      concord   - concord.jpg"	40
UNK:UNK	"all you big boy... ---------------------- Forwarded by John Arnold/HOU/ECT on 09/07/2000 05:14  PM ---------------------------   	Invitation Chairperson: Julie Pechersky  Start: 09/12/2000 04:30 PM End: 09/12/2000 05:30 PM  Description: 3-DAY MEETING TO EVALUATE MARKET DATA FRONT END APPLICATION    This meeting repeats   starting on    (if the date occurs on a weekend the  meeting ). Meeting Dates:     John Arnold/HOU/ECT Hunter S Shively/HOU/ECT Phillip K Allen/HOU/ECT Thomas A Martin/HOU/ECT Scott Neal/HOU/ECT John Sieckman/Corp/Enron  Detailed description: Please plan to attend a one hour demonstration of Globalview's product on   Tuesday,September 12, Reuter's product  on Wednesday, September 13, and Bridge's product on Thursday, September 14.   Your participation in this project is  essential in choosing the application that you and others on your floor will  utilize in the future.  Each day, your group's  demo will  take place from 4:30-5:30.  I will send a reminder email with the location.   If for some reason there is a day that you  can not attend, please work to find someone else to come in your place.  Please contact me with any questions at x-39225"	201
UNK:UNK	"---------------------- Forwarded by John Arnold/HOU/ECT on 09/06/2000 06:59  PM ---------------------------   ""Zerilli, Frank"" <fzerilli@POWERMERCHANTS.COM> on 09/06/2000 06:46:47 AM To: ""'jarnold@enron.com'"" <jarnold@enron.com> cc:   Subject: concord Crash      concord   - concord.jpg"	40
UNK:UNK	Next Wednesday....     Jennifer Shipos 09/06/2000 05:07 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Happy Hour  Should we have a kick-off  happy hour next week?  Sandra told me to start  working on it.	38
UNK:UNK	Yea...can you come by around 5:30?     Sarah Wesner@ENRON 09/06/2000 03:29 PM To: John Arnold/HOU/ECT@ECT cc:   Subject: Re:    Progress is good.  Do you want to meet up today?     John Arnold@ECT 09/06/2000 11:51 AM To: Sarah Wesner/Corp/Enron@Enron cc:    Subject:   just checking up on the status of the margin project....	63
UNK:UNK	Take me off your mail list     JobOpps@idrc.org on 09/05/2000 03:37:13 PM To: jarnold@ei.enron.com cc:   Subject: Job Opportunities from IDRC    IDRC Job Opportunity Posting  DATE RECEIVED: September 05, 2000  POSITION: Property Director COMPANY: Regus Business Centre Corp. LOCATION: Northeast  USA  For complete details go to:  http://site.conway.com/jobopps/jobdetail.cfm?ID=83 To see all job postings go to: http://site.conway.com/jobopps/jobresult.cfm	76
UNK:UNK	take me off your mailing list     JobOpps@idrc.org on 09/05/2000 01:57:01 PM To: jarnold@ei.enron.com cc:   Subject: Job Opportunities from IDRC    IDRC Job Opportunity Posting  DATE RECEIVED: September 05, 2000  POSITION: Real Estate Manager COMPANY: Sony Corporation of America LOCATION: New York City NY, USA  For complete details go to:  http://site.conway.com/jobopps/jobdetail.cfm?ID=82 To see all job postings go to: http://site.conway.com/jobopps/jobresult.cfm	80
UNK:UNK	just checking up on the status of the margin project....	10
UNK:UNK	Cliff: I have 4 tix to the Black Crowes for you, third row center.  Where's your  office now? I'll come up and say hello this afternoon if you have a minute. John	34
UNK:UNK	"no thanks.       Andy Zipper@ENRON 11/28/2000 08:25 AM To: John Arnold/HOU/ECT@ECT cc:   Subject: Nymex Converter for Nov. 20 - 24  Do you care about seeing this report ? I use it for general benchmarking. Let  me know if you want to see it regularly. ---------------------- Forwarded by Andy Zipper/Corp/Enron on 11/28/2000  08:23 AM ---------------------------     	 	 	From:  Peter Berzins                           11/27/2000 04:23 PM 	  To: Andy Zipper/Corp/Enron@Enron, Rahil Jafry/HOU/ECT@ECT, Savita  Puthigai/NA/Enron@Enron cc: Torrey Moorer/HOU/ECT@ECT, Matt Motsinger/HOU/ECT@ECT, Simone La  Rose/HOU/ECT@ECT   Subject: Nymex Converter for Nov. 20 - 24     If you have any questions, I would be more than happy to answer them.  Thanks, Pete x5-7597"	128
